simTime,MCCIndex,specWeatherModel
7.60001,0,0.993525
7.6,1,26.4183
7.60001,1,26.4183
7.6,2,20.6135
7.60001,2,32.3168
7.6,3,92.6445
7.60001,3,92.6445
7.6,4,33.9265
7.60001,4,15.9089
7.7,0,0.993525
7.70001,0,0.993525
7.7,1,26.4183
7.70001,1,26.4183
7.7,2,32.3168
7.70001,2,32.3168
7.7,3,92.6445
7.70001,3,91.3286
7.7,4,15.9089
7.70001,4,15.5947
7.8,0,0.993525
7.80001,0,0.993525
7.8,1,26.4183
7.80001,1,26.4183
7.8,2,32.3168
7.80001,2,32.3168
7.8,3,91.3286
7.80001,3,90.4567
7.8,4,15.5947
7.80001,4,15.5947
7.9,0,0.993525
7.90001,0,0.993525
7.9,1,26.4183
7.90001,1,26.4183
7.9,2,32.3168
7.90001,2,32.3168
7.9,3,90.4567
7.90001,3,71.0569
7.9,4,15.5947
7.90001,4,15.5947
8,0,0.993525
8.00001,0,0.993525
8,1,26.4183
8.00001,1,26.4183
8,2,32.3168
8.00001,2,32.3168
8,3,71.0569
8.00001,3,71.0569
8,4,15.5947
8.00001,4,15.5947
8.1,0,0.993525
8.10001,0,0.993525
8.1,1,26.4183
8.10001,1,26.4183
8.1,2,32.3168
8.10001,2,48.1195
8.1,3,71.0569
8.10001,3,71.0569
8.1,4,15.5947
8.10001,4,26.7768
8.2,0,0.993525
8.20001,0,0.993525
8.2,1,26.4183
8.20001,1,36.7752
8.2,2,48.1195
8.20001,2,48.1195
8.2,3,71.0569
8.20001,3,71.0569
8.2,4,26.7768
8.20001,4,26.7768
8.3,0,0.993525
8.30001,0,0
8.3,1,36.7752
8.30001,1,57.7148
8.3,2,48.1195
8.30001,2,48.1195
8.3,3,71.0569
8.30001,3,75.3211
8.3,4,26.7768
8.30001,4,38.7809
8.4,0,0
8.40001,0,0
8.4,1,57.7148
8.40001,1,80.7441
8.4,2,48.1195
8.40001,2,58.0541
8.4,3,75.3211
8.40001,3,75.3211
8.4,4,38.7809
8.40001,4,38.7809
8.5,0,0
8.50001,0,0
8.5,1,80.7441
8.50001,1,81.0852
8.5,2,58.0541
8.50001,2,47.7341
8.5,3,75.3211
8.50001,3,75.3211
8.5,4,38.7809
8.50001,4,20.6584
8.6,0,0
8.60001,0,0
8.6,1,81.0852
8.60001,1,87.8672
8.6,2,47.7341
8.60001,2,47.7341
8.6,3,75.3211
8.60001,3,75.3211
8.6,4,20.6584
8.60001,4,20.6584
8.7,0,0
8.70001,0,3.97762
8.7,1,87.8672
8.70001,1,87.8672
8.7,2,47.7341
8.70001,2,47.7341
8.7,3,75.3211
8.70001,3,75.3211
8.7,4,20.6584
8.70001,4,20.6584
8.8,0,3.97762
8.80001,0,3.97762
8.8,1,87.8672
8.80001,1,87.8672
8.8,2,47.7341
8.80001,2,29.8001
8.8,3,75.3211
8.80001,3,62.7903
8.8,4,20.6584
8.80001,4,23.98
8.9,0,3.97762
8.90001,0,3.97762
8.9,1,87.8672
8.90001,1,74.8225
8.9,2,29.8001
8.90001,2,29.8001
8.9,3,62.7903
8.90001,3,62.7903
8.9,4,23.98
8.90001,4,23.98
9,0,3.97762
9.00001,0,3.97762
9,1,74.8225
9.00001,1,87.5028
9,2,29.8001
9.00001,2,29.8001
9,3,62.7903
9.00001,3,62.7903
9,4,23.98
9.00001,4,23.98
9.1,0,3.97762
9.10001,0,5.06848
9.1,1,87.5028
9.10001,1,87.5028
9.1,2,29.8001
9.10001,2,29.8001
9.1,3,62.7903
9.10001,3,62.7903
9.1,4,23.98
9.10001,4,46.736
9.2,0,5.06848
9.20001,0,11.0225
9.2,1,87.5028
9.20001,1,87.5028
9.2,2,29.8001
9.20001,2,29.8001
9.2,3,62.7903
9.20001,3,63.5189
9.2,4,46.736
9.20001,4,46.736
9.3,0,11.0225
9.30001,0,11.0225
9.3,1,87.5028
9.30001,1,83.5277
9.3,2,29.8001
9.30001,2,25.2321
9.3,3,63.5189
9.30001,3,63.5189
9.3,4,46.736
9.30001,4,46.736
9.4,0,11.0225
9.40001,0,24.6237
9.4,1,83.5277
9.40001,1,97.9485
9.4,2,25.2321
9.40001,2,25.2321
9.4,3,63.5189
9.40001,3,63.5189
9.4,4,46.736
9.40001,4,46.736
9.5,0,24.6237
9.50001,0,24.6237
9.5,1,97.9485
9.50001,1,97.9485
9.5,2,25.2321
9.50001,2,25.2321
9.5,3,63.5189
9.50001,3,71.4915
9.5,4,46.736
9.50001,4,46.736
9.6,0,24.6237
9.60001,0,24.6237
9.6,1,97.9485
9.60001,1,107.715
9.6,2,25.2321
9.60001,2,25.2321
9.6,3,71.4915
9.60001,3,75.2135
9.6,4,46.736
9.60001,4,46.736
9.7,0,24.6237
9.70001,0,24.6237
9.7,1,107.715
9.70001,1,107.715
