simTime,MCCIndex,specWeatherModel
8.6,3,93.3952
8.60001,3,97.3059
8.6,4,43.7519
8.60001,4,43.7519
8.7,0,11.9151
8.70001,0,0
8.7,1,173.549
8.70001,1,173.549
8.7,2,62.6953
8.70001,2,69.9089
8.7,3,97.3059
8.70001,3,97.3059
8.7,4,43.7519
8.70001,4,38.7791
8.8,0,0
8.80001,0,0
8.8,1,173.549
8.80001,1,173.549
8.8,2,69.9089
8.80001,2,69.9089
8.8,3,97.3059
8.80001,3,97.3059
8.8,4,38.7791
8.80001,4,38.7791
8.9,0,0
8.90001,0,0
8.9,1,173.549
8.90001,1,159.769
8.9,2,69.9089
8.90001,2,69.9089
8.9,3,97.3059
8.90001,3,97.3059
8.9,4,38.7791
8.90001,4,38.7791
9,0,0
9.00001,0,15.6443
9,1,159.769
9.00001,1,159.309
9,2,69.9089
9.00001,2,53.9792
9,3,97.3059
9.00001,3,97.3059
9,4,38.7791
9.00001,4,38.7791
9.1,0,15.6443
9.10001,0,15.6443
9.1,1,159.309
9.10001,1,159.309
9.1,2,53.9792
9.10001,2,53.9792
9.1,3,97.3059
9.10001,3,97.3059
9.1,4,38.7791
9.10001,4,38.7791
9.2,0,15.6443
9.20001,0,10.6109
9.2,1,159.309
9.20001,1,159.229
9.2,2,53.9792
9.20001,2,76.6548
9.2,3,97.3059
9.20001,3,97.3059
9.2,4,38.7791
9.20001,4,38.7791
9.3,0,10.6109
9.30001,0,30.1957
9.3,1,159.229
9.30001,1,159.229
9.3,2,76.6548
9.30001,2,101.41
9.3,3,97.3059
9.30001,3,97.3059
9.3,4,38.7791
9.30001,4,38.7791
9.4,0,30.1957
9.40001,0,30.1957
9.4,1,159.229
9.40001,1,135.117
9.4,2,101.41
9.40001,2,86.9835
9.4,3,97.3059
9.40001,3,91.7855
9.4,4,38.7791
9.40001,4,48.8833
9.5,0,30.1957
9.50001,0,30.1957
9.5,1,135.117
9.50001,1,145.821
9.5,2,86.9835
9.50001,2,86.9835
9.5,3,91.7855
9.50001,3,91.7855
9.5,4,48.8833
9.50001,4,48.8833
9.6,0,30.1957
9.60001,0,30.1957
9.6,1,145.821
9.60001,1,145.821
9.6,2,86.9835
9.60001,2,86.9835
9.6,3,91.7855
9.60001,3,91.7855
9.6,4,48.8833
9.60001,4,48.8833
9.7,0,30.1957
9.70001,0,30.1957
9.7,1,145.821
9.70001,1,161.815
9.7,2,86.9835
9.70001,2,79.7035
9.7,3,91.7855
9.70001,3,91.7855
9.7,4,48.8833
9.70001,4,48.8833
9.8,0,30.1957
9.80001,0,30.1957
9.8,1,161.815
9.80001,1,158.011
9.8,2,79.7035
9.80001,2,61.9828
9.8,3,91.7855
9.80001,3,106.707
9.8,4,48.8833
9.80001,4,71.5903
9.9,0,30.1957
9.90001,0,30.1957
9.9,1,158.011
9.90001,1,158.011
9.9,2,61.9828
9.90001,2,68.6561
9.9,3,106.707
9.90001,3,106.707
9.9,4,71.5903
9.90001,4,71.5903
10,0,30.1957
10.00001,0,30.1957
10,1,158.011
10.00001,1,158.011
10,2,68.6561
10.00001,2,68.6561
10,3,106.707
10.00001,3,82.1203
10,4,71.5903
10.00001,4,71.0209
10.1,0,30.1957
10.10001,0,30.1957
10.1,1,158.011
10.10001,1,159.834
10.1,2,68.6561
10.10001,2,81.2978
10.1,3,82.1203
10.10001,3,82.1203
10.1,4,71.0209
10.10001,4,71.0209
10.2,0,30.1957
10.20001,0,21.7702
10.2,1,159.834
10.20001,1,165.343
10.2,2,81.2978
10.20001,2,85.6504
10.2,3,82.1203
10.20001,3,100.71
10.2,4,71.0209
10.20001,4,71.0209
10.3,0,21.7702
10.30001,0,9.11024
10.3,1,165.343
10.30001,1,165.343
10.3,2,85.6504
10.30001,2,85.6504
10.3,3,100.71
10.30001,3,100.71
10.3,4,71.0209
10.30001,4,71.0209
10.4,0,9.11024
10.40001,0,9.11024
10.4,1,165.343
10.40001,1,168.576
10.4,2,85.6504
10.40001,2,85.6504
10.4,3,100.71
10.40001,3,100.71
10.4,4,71.0209
10.40001,4,71.0209
10.5,0,9.11024
10.50001,0,9.11024
10.5,1,168.576
10.50001,1,168.576
10.5,2,85.6504
10.50001,2,85.6504
10.5,3,100.71
10.50001,3,100.71
10.5,4,71.0209
10.50001,4,88.2136
10.6,0,9.11024
10.60001,0,9.11024
10.6,1,168.576
10.60001,1,184.309
10.6,2,85.6504
10.60001,2,85.6504
10.6,3,100.71
10.60001,3,100.71
10.6,4,88.2136
10.60001,4,88.2136
10.7,0,9.11024
10.70001,0,9.11024
10.7,1,184.309
10.70001,1,184.309
10.7,2,85.6504
10.70001,2,96.7203
10.7,3,100.71
10.70001,3,97.8231
10.7,4,88.2136
10.70001,4,88.2136
10.8,0,9.11024
10.80001,0,0.116837
10.8,1,184.309
10.80001,1,197.616
10.8,2,96.7203
10.80001,2,82.8171
10.8,3,97.8231
